"hs_symbol","gene_id","SYMBOL","CpG","rank"
"BCL11B","AMEX60DD011386","Bcl11b","cg22543683",3071
"NKX6-1","AMEX60DD043873","Nkx6-1","cg13826884",3072
"GPAT3","AMEX60DD043859","Gpat3","cg23388969",3073
"PDZRN4","AMEX60DD006342","Pdzrn4","cg20798633",3074
"ZNF521","AMEX60DD039549","Znf521","cg02871654",3076
"ZBTB18","AMEX60DD011065","Zbtb18","cg26521186",3077
"ZBTB18","AMEX60DD035280","Zbtb18.1","cg26521186",3077
"FRS2","AMEX60DD021419","Frs2.1","cg03153971",3078
"FRS2","AMEX60DD007742","Frs2","cg03153971",3078
"WSB1","AMEX60DD054078","Wsb1","cg25561010",3079
"XPO7","AMEX60DD002806","Xpo7","cg06897917",3080
"CDK6","AMEX60DD022242","Cdk6","cg15948787",3081
"RBMS1","AMEX60DD055790","Rbms1","cg23357264",3082
"DLG2","AMEX60DD049665","Dlg2.2","cg18344148",3084
"DLG2","AMEX60DD049664","Dlg2.1","cg18344148",3084
"DLG2","AMEX60DD049667","Dlg2.3","cg18344148",3084
"DLG2","AMEX60DD049663","Dlg2","cg18344148",3084
"CNOT6L","AMEX60DD043727","Cnot6l","cg23945855",3085
"LHX9","AMEX60DD018728","Lhx9","cg01646475",3086
"DHX15","AMEX60DD045767","Dhx15","cg13472965",3087
"FBXW7","AMEX60DD050063","Fbxw7.2","cg14415687",3088
"FBXW7","AMEX60DD045054","Fbxw7.1","cg14415687",3088
"FBXW7","AMEX60DD026839","Fbxw7","cg14415687",3088
"MAFB","AMEX60DD009484","Mafb","cg18454765",3089
"MAFB","AMEX60DD028613","Mafb.1","cg18454765",3089
"HOXD10","HoxD10","Hoxd10","cg03918304",3090
"LCOR","AMEX60DD052868","Lcor","cg04093455",3091
"EPC2","AMEX60DD055879","Epc2.1","cg25749301",3093
"EPC2","AMEX60DD055878","Epc2","cg25749301",3093
"EPC2","AMEX60DD055881","Epc2.2","cg25749301",3093
"NKX2-2","AMEX60DD035473","Nkx2-2","cg13710033",3094
"HOXD11","HoxD11","Hoxd11","cg26222446",3095
"SDCCAG8","AMEX60DD035270","Sdccag8","cg05074718",3096
"SDCCAG8","AMEX60DD035273","Sdccag8.1","cg05074718",3096
"SPIRE1","AMEX60DD039415","Spire1","cg01932632",3097
"SATB1","AMEX60DD022782","Satb1","cg04531442",3098
"GRM1","AMEX60DD034275","Grm1.1","cg00027030",3100
"GRM1","AMEX60DD034270","Grm1","cg00027030",3100
"UNCX","AMEX60DD021249","Uncx","cg11436350",3101
"TRPM3","AMEX60DD003641","Trpm3","cg07212773",3102
"TRPM3","AMEX60DD043161","Trpm3.1","cg07212773",3102
"FBXW7","AMEX60DD050063","Fbxw7.2","cg07759056",3103
"FBXW7","AMEX60DD045054","Fbxw7.1","cg07759056",3103
"FBXW7","AMEX60DD026839","Fbxw7","cg07759056",3103
"PKNOX1","AMEX60DD046801","Pknox1.1","cg19764539",3104
"PKNOX1","AMEX60DD046800","Pknox1","cg19764539",3104
"ZFPM2","AMEX60DD040273","Zfpm2","cg05710193",3108
"ZFPM2","AMEX60DD040274","Zfpm2.1","cg05710193",3108
"POU3F4","AMEX60DD037615","Pou3f4","cg10665864",3109
"POU3F4","AMEX60DD048058","Pou3f4.1","cg10665864",3109
"C2CD5","AMEX60DD006741","C2cd5","cg06081084",3110
"C2CD5","AMEX60DD006743","C2cd5.1","cg06081084",3110
"C2CD5","AMEX60DD006744","C2cd5.2","cg06081084",3110
"SDCCAG8","AMEX60DD035270","Sdccag8","cg12058720",3112
"SDCCAG8","AMEX60DD035273","Sdccag8.1","cg12058720",3112
"FOXA2","AMEX60DD035450","Foxa2.2","cg03051836",3113
"FOXA2","AMEX60DD025124","Foxa2.1","cg03051836",3113
"FOXA2","AMEX60DD024834","Foxa2","cg03051836",3113
"PLD5","AMEX60DD035257","Pld5","cg01664666",3114
"TDRKH","AMEX60DD014961","Tdrkh","cg22767566",3115
"TDRKH","AMEX60DD014964","Tdrkh.1","cg22767566",3115
"NFIB","AMEX60DD019415","Nfib","cg08204247",3116
"NFIB","AMEX60DD043470","Nfib.1","cg08204247",3116
"HNF4G","AMEX60DD039933","Hnf4g","cg16109955",3117
"RASA1","AMEX60DD042525","Rasa1","cg23531839",3118
"NRXN2","AMEX60DD025259","Nrxn2","cg18840370",3119
"NRXN2","AMEX60DD025260","Nrxn2.1","cg18840370",3119
"ZNF536","AMEX60DD016701","Znf536.2","cg07804445",3120
"ZNF536","AMEX60DD016699","Znf536.1","cg07804445",3120
"ZNF536","AMEX60DD008513","Znf536","cg07804445",3120
"LMO4","AMEX60DD019060","Lmo4","cg20163753",3121
"LMO4","AMEX60DD051000","Lmo4.1","cg20163753",3121
"AMMECR1","AMEX60DD037129","Ammecr1","cg13380048",3122
"CAMKMT","AMEX60DD035946","Camkmt","cg01454704",3123
"NF1","AMEX60DD054080","Nf1","cg18423344",3125
"TENM4","AMEX60DD049694","Tenm4","cg04449703",3127
"ZFPM2","AMEX60DD040273","Zfpm2","cg12811115",3128
"ZFPM2","AMEX60DD040274","Zfpm2.1","cg12811115",3128
"NFIA","AMEX60DD033675","Nfia.1","cg12847291",3129
"NFIA","AMEX60DD019413","Nfia","cg12847291",3129
"GPD2","AMEX60DD055827","Gpd2","cg08467352",3131
"SPRED2","AMEX60DD035606","Spred2.1","cg16433982",3132
"SPRED2","AMEX60DD024427","Spred2","cg16433982",3132
"RALGAPA2","AMEX60DD035487","Ralgapa2.1","cg24381667",3133
"RALGAPA2","AMEX60DD035483","Ralgapa2","cg24381667",3133
"CNTLN","AMEX60DD043394","Cntln","cg19662734",3135
"PBX1","AMEX60DD031588","Pbx1.1","cg10213224",3136
"PBX1","AMEX60DD018398","Pbx1","cg10213224",3136
"PBX1","AMEX60DD050515","Pbx1.3","cg10213224",3136
"PBX1","AMEX60DD050512","Pbx1.2","cg10213224",3136
"EN1","AMEX60DD056025","En1","cg11831989",3137
"SOX14","AMEX60DD002376","Sox14","cg23613473",3138
"CADPS","AMEX60DD023807","Cadps.2","cg00489376",3139
"CADPS","AMEX60DD007419","Cadps","cg00489376",3139
"CADPS","AMEX60DD023805","Cadps.1","cg00489376",3139
"BACH2","AMEX60DD033941","Bach2","cg09117664",3140
"RPS6KC1","AMEX60DD036076","Rps6kc1","cg11342177",3142
"KLF7","AMEX60DD055067","Klf7","cg22660049",3143
"ZNF407","AMEX60DD039213","Znf407","cg20658586",3144
"CACNA1A","AMEX60DD032070","Cacna1a.1","cg17077229",3145
"CACNA1A","AMEX60DD032067","Cacna1a","cg17077229",3145
"CACNA1A","AMEX60DD032071","Cacna1a.2","cg17077229",3145
"WDR7","AMEX60DD041800","Wdr7","cg05134912",3146
"SEMA6D","AMEX60DD014782","Sema6d.1","cg18802092",3147
"SEMA6D","AMEX60DD014801","Sema6d.2","cg18802092",3147
"SEMA6D","AMEX60DD014802","Sema6d.3","cg18802092",3147
"SEMA6D","AMEX60DD003739","Sema6d","cg18802092",3147
"LRBA","AMEX60DD045036","Lrba","cg12716758",3148
"TRIP12","AMEX60DD002012","Trip12","cg23617748",3149
"TRIP12","AMEX60DD002013","Trip12.1","cg23617748",3149
"SPEN","AMEX60DD012593","Spen.19","cg09023627",3151
"SPEN","AMEX60DD012583","Spen.13","cg09023627",3151
"SPEN","AMEX60DD012554","Spen.5","cg09023627",3151
"SPEN","AMEX60DD012589","Spen.17","cg09023627",3151
"SPEN","AMEX60DD012597","Spen.23","cg09023627",3151
"SPEN","AMEX60DD012549","Spen.3","cg09023627",3151
"SPEN","AMEX60DD012533","Spen.2","cg09023627",3151
"SPEN","AMEX60DD012569","Spen.8","cg09023627",3151
"SPEN","AMEX60DD012582","Spen.12","cg09023627",3151
"SPEN","AMEX60DD012594","Spen.20","cg09023627",3151
"SPEN","AMEX60DD012557","Spen.6","cg09023627",3151
"SPEN","AMEX60DD012584","Spen.14","cg09023627",3151
"SPEN","AMEX60DD012596","Spen.22","cg09023627",3151
"SPEN","AMEX60DD012602","Spen.26","cg09023627",3151
"SPEN","AMEX60DD012588","Spen.16","cg09023627",3151
"SPEN","AMEX60DD012570","Spen.9","cg09023627",3151
"SPEN","AMEX60DD012563","Spen.7","cg09023627",3151
"SPEN","AMEX60DD012586","Spen.15","cg09023627",3151
"SPEN","AMEX60DD052341","Spen.31","cg09023627",3151
"SPEN","AMEX60DD012590","Spen.18","cg09023627",3151
"SPEN","AMEX60DD012605","Spen.28","cg09023627",3151
"SPEN","AMEX60DD012595","Spen.21","cg09023627",3151
"SPEN","AMEX60DD012526","Spen","cg09023627",3151
"SPEN","AMEX60DD012528","Spen.1","cg09023627",3151
"SPEN","AMEX60DD012580","Spen.10","cg09023627",3151
"SPEN","AMEX60DD012599","Spen.24","cg09023627",3151
"SPEN","AMEX60DD012604","Spen.27","cg09023627",3151
"SPEN","AMEX60DD012553","Spen.4","cg09023627",3151
"SPEN","AMEX60DD012601","Spen.25","cg09023627",3151
"SPEN","AMEX60DD052340","Spen.30","cg09023627",3151
"SPEN","AMEX60DD012607","Spen.29","cg09023627",3151
"SPEN","AMEX60DD012581","Spen.11","cg09023627",3151
"OTP","AMEX60DD042321","Otp.1","cg20997314",3152
"OTP","AMEX60DD042320","Otp","cg20997314",3152
"MECOM","AMEX60DD001756","Mecom","cg08485777",3153
"PWWP2B","AMEX60DD052694","Pwwp2b","cg05473328",3154
"NR4A2","AMEX60DD055832","Nr4a2","cg21226516",3155
"ZFHX4","AMEX60DD039942","Zfhx4","cg03514371",3158
"PEX14","AMEX60DD051154","Pex14","cg00855890",3159
"NR5A2","AMEX60DD031624","Nr5a2.1","cg21826154",3160
"NR5A2","AMEX60DD050548","Nr5a2.2","cg21826154",3160
"NR5A2","AMEX60DD018331","Nr5a2","cg21826154",3160
"IRX3","AMEX60DD017741","Irx3","cg21764717",3161
"GLI3","AMEX60DD038107","Gli3","cg23911027",3162
"PAX2","AMEX60DD051628","Pax2","cg11755788",3163
"BDNF","AMEX60DD016330","Bdnf.1","cg07661910",3164
"BDNF","AMEX60DD004949","Bdnf","cg07661910",3164
"TCF7L2","AMEX60DD053152","Tcf7l2","cg27551316",3165
"CASZ1","AMEX60DD051153","Casz1","cg09179030",3166
"CASZ1","AMEX60DD053420","Casz1.1","cg09179030",3166
"ADAMTS6","AMEX60DD014515","Adamts6","cg11473228",3167
"ADAMTS6","AMEX60DD014516","Adamts6.1","cg11473228",3167
"ADAMTS6","AMEX60DD042234","Adamts6.3","cg11473228",3167
"ADAMTS6","AMEX60DD042233","Adamts6.2","cg11473228",3167
"ADAMTS6","AMEX60DD042235","Adamts6.4","cg11473228",3167
"PTK2","AMEX60DD040601","Ptk2","cg17642235",3168
"PRDM16","AMEX60DD051365","Prdm16","cg02681015",3171
"SF3B1","AMEX60DD055269","Sf3b1.2","cg09955948",3173
"SF3B1","AMEX60DD055267","Sf3b1.1","cg09955948",3173
"SF3B1","AMEX60DD010822","Sf3b1","cg09955948",3173
"HHEX","AMEX60DD052633","Hhex","cg15581393",3174
"TWIST1","AMEX60DD022296","Twist1","cg01562774",3175
"NIPBL","AMEX60DD041916","Nipbl","cg09426590",3177
"NIPBL","AMEX60DD041917","Nipbl.1","cg09426590",3177
"ZFR","AMEX60DD041851","Zfr.1","cg17035891",3178
"ZFR","AMEX60DD014323","Zfr","cg17035891",3178
"HAT1","AMEX60DD055667","Hat1","cg16764906",3179
"THRA","AMEX60DD010338","Thra","cg16416009",3180
"CHKA","AMEX60DD004366","Chka","cg10288441",3181
"PROX1","AMEX60DD025278","Prox1","cg24953668",3182
"PROX1","AMEX60DD036083","Prox1.1","cg24953668",3182
"SYNCRIP","AMEX60DD033788","Syncrip","cg15388054",3184
"SYNCRIP","AMEX60DD033789","Syncrip.1","cg15388054",3184
"TEAD1","AMEX60DD017302","Tead1.1","cg22788085",3185
"TEAD1","AMEX60DD004832","Tead1","cg22788085",3185
"KCNA1","AMEX60DD006607","Kcna1","cg14726883",3186
"NKX1-1","AMEX60DD046067","Nkx1-1","cg01753854",3188
"COPB2","AMEX60DD008505","Copb2","cg02476543",3190
"COPB2","AMEX60DD049788","Copb2.1","cg02476543",3190
"COPB2","AMEX60DD049789","Copb2.2","cg02476543",3190
"HECTD1","AMEX60DD012203","Hectd1.1","cg19517217",3191
"HECTD1","AMEX60DD012196","Hectd1","cg19517217",3191
"RNF220","AMEX60DD032083","Rnf220.1","cg10435518",3192
"RNF220","AMEX60DD019858","Rnf220","cg10435518",3192
"SKAP1","AMEX60DD010192","Skap1","cg18757062",3193
"ZBTB43","AMEX60DD050498","Zbtb43","cg11805717",3194
"TFAP2A","AMEX60DD038319","Tfap2a","cg03112636",3195
"NFAT5","AMEX60DD017014","Nfat5","cg21006281",3196
"CELF2","AMEX60DD008170","Celf2","cg15693636",3198
"CELF4","AMEX60DD003871","Celf4","cg14426076",3200
"CELF4","AMEX60DD041624","Celf4.1","cg14426076",3200
"CELF4","AMEX60DD041626","Celf4.2","cg14426076",3200
"ATP11B","AMEX60DD001648","Atp11b","cg12642288",3201
"LRMDA","AMEX60DD052208","Lrmda.2","cg23603747",3202
"LRMDA","AMEX60DD052207","Lrmda.1","cg23603747",3202
"LRMDA","AMEX60DD052205","Lrmda","cg23603747",3202
"ZEB2","AMEX60DD029760","Zeb2","cg15243353",3203
"ZEB2","AMEX60DD055909","Zeb2.1","cg15243353",3203
"PIP4K2B","AMEX60DD029776","Pip4k2b.1","cg22190090",3204
"PIP4K2B","AMEX60DD010257","Pip4k2b","cg22190090",3204
"BCL11A","AMEX60DD035398","Bcl11a.1","cg27643609",3205
"BCL11A","AMEX60DD024771","Bcl11a","cg27643609",3205
"EN1","AMEX60DD056025","En1","cg09058243",3206
"ZBTB16","AMEX60DD053674","Zbtb16","cg21908378",3207
"FBXL17","AMEX60DD042709","Fbxl17.2","cg02105305",3208
"FBXL17","AMEX60DD042707","Fbxl17.1","cg02105305",3208
"FBXL17","AMEX60DD042705","Fbxl17","cg02105305",3208
"KLHL14","AMEX60DD039632","Klhl14","cg14891195",3209
"IRX5","AMEX60DD017758","Irx5","cg00672657",3210
"RNF220","AMEX60DD032083","Rnf220.1","cg17619415",3211
"RNF220","AMEX60DD019858","Rnf220","cg17619415",3211
"SOX4","AMEX60DD038468","Sox4","cg15004491",3212
"IL20RB","AMEX60DD002383","Il20rb","cg13357053",3214
"TNIK","AMEX60DD001569","Tnik","cg04298620",3215
"IFFO1","AMEX60DD026860","Iffo1","cg21789698",3217
"IFFO1","AMEX60DD026861","Iffo1.1","cg21789698",3217
"GRIA1","AMEX60DD030078","Gria1","cg11851697",3219
"TMEM63B","AMEX60DD036444","Tmem63b","cg03590843",3220
"STUM","AMEX60DD036258","Stum","cg23701625",3221
"ZFHX4","AMEX60DD039942","Zfhx4","cg05234151",3222
"LDB1","AMEX60DD052874","Ldb1","cg09103418",3223
"ZBTB16","AMEX60DD053674","Zbtb16","cg00806006",3224
"AGAP3","AMEX60DD026206","Agap3","cg11410180",3225
"CNTNAP2","AMEX60DD022058","Cntnap2","cg24296072",3226
"GREM2","AMEX60DD035196","Grem2","cg22879626",3227
"CACNA1E","AMEX60DD018649","Cacna1e.3","cg14524396",3228
"CACNA1E","AMEX60DD018650","Cacna1e.4","cg14524396",3228
"CACNA1E","AMEX60DD018643","Cacna1e","cg14524396",3228
"CACNA1E","AMEX60DD018646","Cacna1e.1","cg14524396",3228
"CACNA1E","AMEX60DD018647","Cacna1e.2","cg14524396",3228
"ZBTB44","AMEX60DD015291","Zbtb44","cg22061411",3230
"ZBTB44","AMEX60DD053562","Zbtb44.2","cg22061411",3230
"ZBTB44","AMEX60DD053566","Zbtb44.3","cg22061411",3230
"ZBTB44","AMEX60DD015299","Zbtb44.1","cg22061411",3230
"HUWE1","AMEX60DD025509","Huwe1.1","cg24978754",3231
"HUWE1","AMEX60DD025508","Huwe1","cg24978754",3231
"FOXP2","AMEX60DD006292","Foxp2","cg19175169",3232
"DLX1","AMEX60DD055670","Dlx1","cg08729294",3233
"PCDH7","AMEX60DD045723","Pcdh7.1","cg11848424",3234
"PCDH7","AMEX60DD045721","Pcdh7","cg11848424",3234
"ATOH1","AMEX60DD044051","Atoh1","cg17355105",3235
"PAX2","AMEX60DD051628","Pax2","cg16576961",3237
"HIVEP3","AMEX60DD005422","Hivep3","cg11527778",3239
"VPS13D","AMEX60DD052117","Vps13d","cg03802507",3240
"PPP2R5E","AMEX60DD010993","Ppp2r5e","cg17228011",3241
"PPP3CA","AMEX60DD044266","Ppp3ca","cg07115423",3242
"DCDC1","AMEX60DD004913","Dcdc1","cg24964035",3243
"EIF1B","AMEX60DD022045","Eif1b","cg00133237",3244
"CELF2","AMEX60DD008170","Celf2","cg00843152",3246
"MAML3","AMEX60DD044551","Maml3.1","cg27239140",3247
"MAML3","AMEX60DD044550","Maml3","cg27239140",3247
"IKZF1","AMEX60DD038240","Ikzf1","cg21328218",3248
"NPAS3","AMEX60DD024711","Npas3.2","cg17368890",3249
"NPAS3","AMEX60DD012207","Npas3","cg17368890",3249
"NPAS3","AMEX60DD012209","Npas3.1","cg17368890",3249
"ADGRB3","AMEX60DD033553","Adgrb3.1","cg13634781",3250
"ADGRB3","AMEX60DD033552","Adgrb3","cg13634781",3250
"ARID1A","AMEX60DD005639","Arid1a","cg09825191",3252
"PTPRD","AMEX60DD043348","Ptprd","cg16456627",3253
"FGF12","AMEX60DD003212","Fgf12.1","cg21154081",3254
"FGF12","AMEX60DD003211","Fgf12","cg21154081",3254
"RAB11A","AMEX60DD004224","Rab11a","cg05874558",3256
"RAB11A","AMEX60DD016805","Rab11a.1","cg05874558",3256
"GLI3","AMEX60DD038107","Gli3","cg27071972",3257
"FOXP2","AMEX60DD006292","Foxp2","cg03279079",3259
"POU4F2","AMEX60DD022852","Pou4f2","cg01572513",3261
"POU4F2","AMEX60DD045005","Pou4f2.1","cg01572513",3261
"ZEB2","AMEX60DD029760","Zeb2","cg25296103",3263
"ZEB2","AMEX60DD055909","Zeb2.1","cg25296103",3263
"TRPC7","AMEX60DD028987","Trpc7","cg00249943",3264
"FOXC1","AMEX60DD038386","Foxc1","cg04504095",3265
"ERBB4","AMEX60DD055396","Erbb4","cg00197024",3266
"PIK3C2B","AMEX60DD009071","Pik3c2b","cg00585359",3268
"HOXD11","HoxD11","Hoxd11","cg08806153",3269
"MSL2","AMEX60DD002403","Msl2","cg12356120",3271
"LDB1","AMEX60DD052874","Ldb1","cg02188623",3272
"LDB3","AMEX60DD051961","Ldb3","cg20406361",3275
"IRF2BP2","AMEX60DD034633","Irf2bp2","cg25722551",3276
"EBF3","AMEX60DD046404","Ebf3","cg23102356",3277
"EBF3","AMEX60DD052723","Ebf3.1","cg23102356",3277
"METAP1D","AMEX60DD055668","Metap1d","cg12531730",3278
"MEIS2","AMEX60DD012146","Meis2","cg00464803",3279
"TCF7L2","AMEX60DD053152","Tcf7l2","cg19451739",3280
"BNC2","AMEX60DD043399","Bnc2","cg02565008",3281
"POU2F1","AMEX60DD047046","Pou2f1","cg18261844",3283
"SDCCAG8","AMEX60DD035270","Sdccag8","cg03257834",3284
"SDCCAG8","AMEX60DD035273","Sdccag8.1","cg03257834",3284
"HNRNPK","AMEX60DD043243","Hnrnpk.4","cg16693082",3286
"HNRNPK","AMEX60DD016981","Hnrnpk.1","cg16693082",3286
"HNRNPK","AMEX60DD016980","Hnrnpk","cg16693082",3286
"HNRNPK","AMEX60DD024399","Hnrnpk.3","cg16693082",3286
"HNRNPK","AMEX60DD016986","Hnrnpk.2","cg16693082",3286
"ESRRG","AMEX60DD025330","Esrrg","cg25430306",3287
"ESRRG","AMEX60DD036107","Esrrg.1","cg25430306",3287
"KCNU1","AMEX60DD002474","Kcnu1","cg07686254",3288
"ZBTB16","AMEX60DD053674","Zbtb16","cg18409102",3290
"DLG2","AMEX60DD049665","Dlg2.2","cg10406977",3291
"DLG2","AMEX60DD049664","Dlg2.1","cg10406977",3291
"DLG2","AMEX60DD049667","Dlg2.3","cg10406977",3291
"DLG2","AMEX60DD049663","Dlg2","cg10406977",3291
"PCDH17","AMEX60DD048933","Pcdh17","cg07629125",3292
"ZFHX4","AMEX60DD039942","Zfhx4","cg03198547",3293
"SS18","AMEX60DD039559","Ss18","cg23091169",3294
"PAX2","AMEX60DD051628","Pax2","cg09955247",3301
"NOL4","AMEX60DD039647","Nol4.4","cg21387267",3302
"NOL4","AMEX60DD039645","Nol4.3","cg21387267",3302
"NOL4","AMEX60DD004157","Nol4","cg21387267",3302
"NOL4","AMEX60DD007813","Nol4.2","cg21387267",3302
"NOL4","AMEX60DD004433","Nol4.1","cg21387267",3302
"EPC2","AMEX60DD055879","Epc2.1","cg21650422",3303
"EPC2","AMEX60DD055878","Epc2","cg21650422",3303
"EPC2","AMEX60DD055881","Epc2.2","cg21650422",3303
"BNC2","AMEX60DD043399","Bnc2","cg21186665",3304
"MZT1","AMEX60DD048849","Mzt1","cg15084504",3305
"GSK3B","AMEX60DD046950","Gsk3b","cg15769694",3306
"CLTC","AMEX60DD000254","Cltc","cg18942175",3308
"CLTC","AMEX60DD054658","Cltc.2","cg18942175",3308
"CLTC","AMEX60DD003482","Cltc.1","cg18942175",3308
"ESRRG","AMEX60DD025330","Esrrg","cg08897275",3309
"ESRRG","AMEX60DD036107","Esrrg.1","cg08897275",3309
"KLHL14","AMEX60DD039632","Klhl14","cg09300249",3310
"HERC1","AMEX60DD004077","Herc1","cg07878960",3311
"HERC1","AMEX60DD041438","Herc1.1","cg07878960",3311
"CDK5R1","AMEX60DD009772","Cdk5r1","cg13833018",3312
"CDK5R1","AMEX60DD026054","Cdk5r1.1","cg13833018",3312
"RBM26","AMEX60DD048790","Rbm26","cg15040162",3314
"SIM1","AMEX60DD034017","Sim1","cg21622884",3315
"PRDM16","AMEX60DD051365","Prdm16","cg01284284",3316
"EBF3","AMEX60DD046404","Ebf3","cg25389956",3317
"EBF3","AMEX60DD052723","Ebf3.1","cg25389956",3317
"NR4A2","AMEX60DD055832","Nr4a2","cg10593034",3318
"NFIX","AMEX60DD031984","Nfix.1","cg13649253",3319
"NFIX","AMEX60DD031983","Nfix","cg13649253",3319
"BCAR3","AMEX60DD032196","Bcar3.2","cg06678289",3320
"BCAR3","AMEX60DD019166","Bcar3","cg06678289",3320
"BCAR3","AMEX60DD019169","Bcar3.1","cg06678289",3320
"NPAS3","AMEX60DD024711","Npas3.2","cg13094031",3321
"NPAS3","AMEX60DD012207","Npas3","cg13094031",3321
"NPAS3","AMEX60DD012209","Npas3.1","cg13094031",3321
"USP15","AMEX60DD008306","Usp15","cg10383996",3322
"MAX","AMEX60DD012060","Max","cg13423078",3323
"FOXL2","AMEX60DD002437","Foxl2","cg05194315",3324
"TRIM9","AMEX60DD011833","Trim9","cg21989377",3325
"KIAA1328","AMEX60DD041617","Kiaa1328.1","cg23838418",3326
"KIAA1328","AMEX60DD041613","Kiaa1328","cg23838418",3326
"LRBA","AMEX60DD045036","Lrba","cg10182960",3327
"UNCX","AMEX60DD021249","Uncx","cg08673909",3328
"ZNF423","AMEX60DD016569","Znf423","cg02159860",3329
"GATA2","AMEX60DD023377","Gata2","cg08592280",3330
"BNC2","AMEX60DD043399","Bnc2","cg01987269",3331
"TCF4","AMEX60DD041795","Tcf4","cg08153570",3333
"ZEB2","AMEX60DD029760","Zeb2","cg12942249",3335
"ZEB2","AMEX60DD055909","Zeb2.1","cg12942249",3335
"CASKIN1","AMEX60DD020861","Caskin1","cg10191283",3337
"MECOM","AMEX60DD001756","Mecom","cg12285520",3338
"HNRNPDL","AMEX60DD045027","Hnrnpdl.1","cg06107587",3339
"HNRNPDL","AMEX60DD043557","Hnrnpdl","cg06107587",3339
"ARL14EP","AMEX60DD004921","Arl14ep","cg15022476",3340
"TLX3","AMEX60DD030421","Tlx3","cg11006692",3341
"ZFP36L1","AMEX60DD011779","Zfp36l1","cg16438269",3342
"ZFP36L1","AMEX60DD024327","Zfp36l1.2","cg16438269",3342
"ZFP36L1","AMEX60DD024320","Zfp36l1.1","cg16438269",3342
"SLC12A1","AMEX60DD003743","Slc12a1","cg01020818",3343
"EPHA7","AMEX60DD033914","Epha7.1","cg19393451",3344
"EPHA7","AMEX60DD005849","Epha7","cg19393451",3344
"DACH1","AMEX60DD048850","Dach1","cg25209681",3345
"SS18","AMEX60DD039559","Ss18","cg06910518",3346
"ZNF521","AMEX60DD039549","Znf521","cg21799957",3347
"KCTD16","AMEX60DD028805","Kctd16.2","cg23484102",3348
"KCTD16","AMEX60DD028802","Kctd16","cg23484102",3348
"KCTD16","AMEX60DD028803","Kctd16.1","cg23484102",3348
"LRBA","AMEX60DD045036","Lrba","cg13592245",3349
"CCNT2","AMEX60DD055969","Ccnt2","cg15352321",3350
"CTCF","AMEX60DD015650","Ctcf","cg00469450",3351
"NCAM1","AMEX60DD015952","Ncam1","cg10959745",3352
"CUX1","AMEX60DD054494","Cux1.1","cg21338479",3353
"CUX1","AMEX60DD054498","Cux1.4","cg21338479",3353
"CUX1","AMEX60DD054496","Cux1.3","cg21338479",3353
"CUX1","AMEX60DD054486","Cux1","cg21338479",3353
"CUX1","AMEX60DD054495","Cux1.2","cg21338479",3353
"CCDC178","AMEX60DD039638","Ccdc178.1","cg01698674",3354
"CCDC178","AMEX60DD039634","Ccdc178","cg01698674",3354
"TJP1","AMEX60DD003625","Tjp1","cg21230342",3355
"TJP1","AMEX60DD003626","Tjp1.1","cg21230342",3355
"HOXD10","HoxD10","Hoxd10","cg11646597",3356
"WSB1","AMEX60DD054078","Wsb1","cg00443041",3357
"RFX3","AMEX60DD043102","Rfx3","cg06675828",3358
"MED23","AMEX60DD034263","Med23","cg18249472",3361
"MED23","AMEX60DD034264","Med23.1","cg18249472",3361
"NPAS3","AMEX60DD024711","Npas3.2","cg00279752",3362
"NPAS3","AMEX60DD012207","Npas3","cg00279752",3362
"NPAS3","AMEX60DD012209","Npas3.1","cg00279752",3362
"LRBA","AMEX60DD045036","Lrba","cg17788462",3363
"HIVEP2","AMEX60DD034390","Hivep2","cg17542851",3364
"OLA1","AMEX60DD055699","Ola1.1","cg24571846",3365
"OLA1","AMEX60DD055698","Ola1","cg24571846",3365
"XBP1","AMEX60DD001158","Xbp1","cg18782333",3366
"ZFP36L1","AMEX60DD011779","Zfp36l1","cg09335098",3367
"ZFP36L1","AMEX60DD024327","Zfp36l1.2","cg09335098",3367
"ZFP36L1","AMEX60DD024320","Zfp36l1.1","cg09335098",3367
"RIMS1","AMEX60DD033593","Rims1","cg02985186",3368
"SPAG9","AMEX60DD030993","Spag9.2","cg02019798",3369
"SPAG9","AMEX60DD030992","Spag9.1","cg02019798",3369
"SPAG9","AMEX60DD016533","Spag9","cg02019798",3369
"SPAG9","AMEX60DD030994","Spag9.3","cg02019798",3369
"LRMDA","AMEX60DD052208","Lrmda.2","cg07086730",3371
"LRMDA","AMEX60DD052207","Lrmda.1","cg07086730",3371
"LRMDA","AMEX60DD052205","Lrmda","cg07086730",3371
"DENND1B","AMEX60DD032114","Dennd1b","cg02311600",3372
"TENM2","AMEX60DD030344","Tenm2","cg05185793",3373
"ACACA","AMEX60DD054117","Acaca.1","cg27091814",3376
"ACACA","AMEX60DD054118","Acaca.2","cg27091814",3376
"ACACA","AMEX60DD054114","Acaca","cg27091814",3376
"TSHZ2","AMEX60DD027389","Tshz2","cg19466923",3377
"POU3F2","AMEX60DD033861","Pou3f2","cg10190764",3378
"RBPMS","AMEX60DD043590","Rbpms","cg16336818",3379
"ARHGAP21","AMEX60DD021888","Arhgap21","cg12580399",3381
"ARHGAP21","AMEX60DD021889","Arhgap21.1","cg12580399",3381
"UNCX","AMEX60DD021249","Uncx","cg16767361",3382
"MRM1","AMEX60DD054128","Mrm1","cg10031892",3383
