"gene_id","hs_symbol","SYMBOL"
"AMEX60DD032883",NA,"AM032883"
"AMEX60DD032884",NA,"AM032884"
"AMEX60DD032885",NA,"AM032885"
"AMEX60DD032886",NA,"AM032886"
"AMEX60DD032887","CRISP3","Crisp3"
"AMEX60DD032888",NA,"AM032888"
"AMEX60DD032889",NA,"AM032889"
"AMEX60DD032890",NA,"AM032890"
"AMEX60DD032891","CRISP3","Crisp3.1"
"AMEX60DD032892","CRISP2","Crisp2"
"AMEX60DD032893","CRISP2","Crisp2.1"
"AMEX60DD032894","CRISP2","Crisp2.2"
"AMEX60DD032895",NA,"ANAPL_03341.6"
"AMEX60DD032896","CRISP2","Crisp2.3"
"AMEX60DD032897",NA,"AM032897"
"AMEX60DD032898","RHAG","Rhag.1"
"AMEX60DD032899",NA,"AM032899"
"AMEX60DD032900","CYP2C19","Cyp2c19.3"
"AMEX60DD032901",NA,"LOC108264069"
"AMEX60DD032902",NA,"AM032902"
"AMEX60DD032903",NA,"LOC115088121"
"AMEX60DD032904",NA,"AM032904"
"AMEX60DD032905","CYP2C9","Cyp2c9.1"
"AMEX60DD032906","CYP2J2","Cyp2j2.9"
"AMEX60DD032907",NA,"AM032907"
"AMEX60DD032908","LOC107987478","Loc107987478"
"AMEX60DD032909","MMUT","Mmut"
"AMEX60DD032910",NA,"AM032910"
"AMEX60DD032911",NA,"AM032911"
"AMEX60DD032912",NA,"AM032912"
"AMEX60DD032913",NA,"AM032913"
"AMEX60DD032914","ZNF729","Znf729.2"
"AMEX60DD032915","CDC5L","Cdc5l"
"AMEX60DD032916",NA,"AM032916"
"AMEX60DD032917",NA,"AM032917"
"AMEX60DD032918","SUPT3H","Supt3h"
"AMEX60DD032919",NA,"AM032919"
"AMEX60DD032920",NA,"AM032920"
"AMEX60DD032921","RUNX2","Runx2"
"AMEX60DD032922","RUNX2","Runx2.1"
"AMEX60DD032923",NA,"AM032923"
"AMEX60DD032924",NA,"AM032924"
"AMEX60DD032925","CLIC5","Clic5.1"
"AMEX60DD032926","CLIC5","Clic5.2"
"AMEX60DD032927","ENPP5","Enpp5"
"AMEX60DD032928","ENPP5","Enpp5.1"
"AMEX60DD032929","ENPP5","Enpp5.2"
"AMEX60DD032930","ENPP4","Enpp4"
"AMEX60DD032931","ENPP5","Enpp5.3"
"AMEX60DD032932",NA,"AM032932"
"AMEX60DD032933","RCAN2","Rcan2"
"AMEX60DD032934",NA,"AM032934"
"AMEX60DD032935","CYP39A1","Cyp39a1"
"AMEX60DD032936","SLC25A27","Slc25a27"
"AMEX60DD032937",NA,"LOC108785582.4"
"AMEX60DD032938","TDRD6","Tdrd6"
"AMEX60DD032939",NA,"AM032939"
"AMEX60DD032940","PLA2G7","Pla2g7"
"AMEX60DD032941","ANKRD66","Ankrd66"
"AMEX60DD032942",NA,"AM032942"
"AMEX60DD032943","MEP1A","Mep1a"
"AMEX60DD032944","ADGRF3","Adgrf3.1"
"AMEX60DD032945",NA,"LOC115088101"
"AMEX60DD032946","ADGRF5","Adgrf5"
"AMEX60DD032947","ADGRF5","Adgrf5.1"
"AMEX60DD032948",NA,"LOC115370421.14"
"AMEX60DD032949","ADGRF5","Adgrf5.2"
"AMEX60DD032950",NA,"AM032950"
"AMEX60DD032951",NA,"LOC114595149.121"
"AMEX60DD032952",NA,"AM032952"
"AMEX60DD032953","ADGRF5","Adgrf5.3"
"AMEX60DD032954",NA,"AM032954"
"AMEX60DD032955",NA,"AM032955"
"AMEX60DD032956","ADGRF5","Adgrf5.4"
"AMEX60DD032957",NA,"AM032957"
"AMEX60DD032958","ADGRF5","Adgrf5.5"
"AMEX60DD032959",NA,"LOC115088626"
"AMEX60DD032960","ADGRF5","Adgrf5.6"
"AMEX60DD032961",NA,"AM032961"
"AMEX60DD032962","TNFRSF21","Tnfrsf21"
"AMEX60DD032963","TNFRSF21","Tnfrsf21.1"
"AMEX60DD032964",NA,"LOC109141055.2"
"AMEX60DD032965",NA,"AM032965"
"AMEX60DD032966",NA,"AM032966"
"AMEX60DD032967",NA,"AM032967"
"AMEX60DD032968",NA,"AM032968"
"AMEX60DD032969",NA,"AM032969"
"AMEX60DD032970",NA,"AM032970"
"AMEX60DD032971","CD2AP","Cd2ap"
"AMEX60DD032972",NA,"AM032972"
"AMEX60DD032973",NA,"AM032973"
"AMEX60DD032974","OPN5","Opn5"
"AMEX60DD032975",NA,"AM032975"
"AMEX60DD032976",NA,"AM032976"
"AMEX60DD032977",NA,"AM032977"
"AMEX60DD032978",NA,"AM032978"
"AMEX60DD032979",NA,"AM032979"
"AMEX60DD032980",NA,"AM032980"
"AMEX60DD032981",NA,"D9C73_028471.13"
"AMEX60DD032982",NA,"ROHU_028321.5"
"AMEX60DD032983",NA,"LOC116043362.28"
"AMEX60DD032984",NA,"LOC100337487.1"
"AMEX60DD032985",NA,"LOC111188456.7"
"AMEX60DD032986",NA,"LOC103174533.5"
"AMEX60DD032987",NA,"AM032987"
"AMEX60DD032988",NA,"AM032988"
"AMEX60DD032989",NA,"AM032989"
"AMEX60DD032990","EVA1A","Eva1a"
"AMEX60DD032991",NA,"AM032991"
"AMEX60DD032992",NA,"LOC115089817.3"
"AMEX60DD032993",NA,"AM032993"
"AMEX60DD032994",NA,"AM032994"
"AMEX60DD032995","NAP1L1","Nap1l1.7"
"AMEX60DD032996","MRPL19","Mrpl19"
"AMEX60DD032997","GCFC2","Gcfc2"
"AMEX60DD032998",NA,"AM032998"
"AMEX60DD032999",NA,"LOC100336828.17"
"AMEX60DD033000","ITSN2","Itsn2"
"AMEX60DD033001",NA,"AM033001"
"AMEX60DD033002",NA,"AM033002"
"AMEX60DD033003",NA,"AM033003"
"AMEX60DD033004",NA,"AM033004"
"AMEX60DD033005","FAM228B","Fam228b"
"AMEX60DD033006",NA,"AM033006"
"AMEX60DD033007","FAM228B","Fam228b.1"
"AMEX60DD033008",NA,"LOC100336538.9"
"AMEX60DD033009",NA,"AM033009"
"AMEX60DD033010","TP53I3","Tp53i3"
"AMEX60DD033011",NA,"AM033011"
"AMEX60DD033012","PFN4","Pfn4"
"AMEX60DD033013",NA,"AM033013"
"AMEX60DD033014",NA,"AM033014"
"AMEX60DD033015",NA,"AM033015"
"AMEX60DD033016",NA,"AM033016"
"AMEX60DD033017",NA,"AM033017"
"AMEX60DD033018",NA,"AM033018"
"AMEX60DD033019","SF3B6","Sf3b6"
"AMEX60DD033020",NA,"AM033020"
"AMEX60DD033021",NA,"LOC115370421.15"
"AMEX60DD033022",NA,"AM033022"
"AMEX60DD033023",NA,"AM033023"
"AMEX60DD033024",NA,"ORF2.7"
"AMEX60DD033025",NA,"AM033025"
"AMEX60DD033026",NA,"AM033026"
"AMEX60DD033027","FKBP1B","Fkbp1b"
"AMEX60DD033028",NA,"AM033028"
"AMEX60DD033029",NA,"LOC116219103.15"
"AMEX60DD033030",NA,"AM033030"
"AMEX60DD033031",NA,"AM033031"
"AMEX60DD033032",NA,"LOC108700905"
"AMEX60DD033033","MFSD2B","Mfsd2b.1"
"AMEX60DD033034","WDCP","Wdcp"
"AMEX60DD033035","ITSN2","Itsn2.1"
"AMEX60DD033036","MFSD2A","Mfsd2a.2"
"AMEX60DD033037",NA,"AM033037"
"AMEX60DD033038",NA,"AM033038"
"AMEX60DD033039","UBXN2A","Ubxn2a"
"AMEX60DD033040",NA,"LOC102461666.47"
"AMEX60DD033041",NA,"AM033041"
"AMEX60DD033042",NA,"AM033042"
"AMEX60DD033043","ATAD2B","Atad2b.1"
"AMEX60DD033044",NA,"AM033044"
"AMEX60DD033045",NA,"LOC108700905.1"
"AMEX60DD033046",NA,"AM033046"
"AMEX60DD033047",NA,"AM033047"
"AMEX60DD033048",NA,"AM033048"
"AMEX60DD033049","ERV3-2","Erv3-2.48"
"AMEX60DD033050",NA,"AM033050"
"AMEX60DD033051",NA,"AM033051"
"AMEX60DD033052",NA,"AM033052"
"AMEX60DD033053",NA,"AM033053"
"AMEX60DD033054",NA,"AM033054"
"AMEX60DD033055",NA,"AM033055"
"AMEX60DD033056",NA,"AM033056"
"AMEX60DD033057","ERV3-2","Erv3-2.49"
"AMEX60DD033058",NA,"AM033058"
"AMEX60DD033059",NA,"AM033059"
"AMEX60DD033060",NA,"AM033060"
"AMEX60DD033061",NA,"AM033061"
"AMEX60DD033062",NA,"AM033062"
"AMEX60DD033063",NA,"AM033063"
"AMEX60DD033064",NA,"AM033064"
"AMEX60DD033065",NA,"AM033065"
"AMEX60DD033066",NA,"AM033066"
"AMEX60DD033067","TDRD15","Tdrd15"
"AMEX60DD033068",NA,"ROHU_037419.4"
"AMEX60DD033069",NA,"AM033069"
"AMEX60DD033070","APOB","Apob"
"AMEX60DD033071","APOB","Apob.1"
"AMEX60DD033072","APOB","Apob.2"
"AMEX60DD033073",NA,"AM033073"
"AMEX60DD033074",NA,"AM033074"
"AMEX60DD033075",NA,"AM033075"
"AMEX60DD033076","GDF6","Gdf6"
"AMEX60DD033077",NA,"E1301_TTI023775.19"
"AMEX60DD033078","LDAH","Ldah"
"AMEX60DD033079",NA,"AM033079"
"AMEX60DD033080",NA,"AM033080"
"AMEX60DD033081",NA,"AM033081"
"AMEX60DD033082","SLC7A9","Slc7a9.1"
"AMEX60DD033083","RHOB","Rhob"
"AMEX60DD033084",NA,"AM033084"
"AMEX60DD033085",NA,"AM033085"
"AMEX60DD033086",NA,"AM033086"
"AMEX60DD033087",NA,"AM033087"
"AMEX60DD033088",NA,"AM033088"
"AMEX60DD033089",NA,"AM033089"
"AMEX60DD033090","HS1BP3","Hs1bp3"
"AMEX60DD033091",NA,"AM033091"
"AMEX60DD033092",NA,"AM033092"
"AMEX60DD033093","SLC7A9","Slc7a9.2"
"AMEX60DD033094",NA,"AM033094"
"AMEX60DD033095","SLC7A9","Slc7a9.3"
"AMEX60DD033096","SLC7A7","Slc7a7.1"
"AMEX60DD033097",NA,"DR999_PMT19635"
"AMEX60DD033098",NA,"LOC105357518.33"
"AMEX60DD033099","PUM2","Pum2"
"AMEX60DD033100",NA,"AM033100"
"AMEX60DD033101","SDC1","Sdc1"
"AMEX60DD033102",NA,"AM033102"
"AMEX60DD033103",NA,"AM033103"
"AMEX60DD033104","LAPTM4A","Laptm4a"
"AMEX60DD033105","MATN3","Matn3"
"AMEX60DD033106",NA,"AM033106"
"AMEX60DD033107","WDR35","Wdr35"
"AMEX60DD033108","TTC32","Ttc32"
"AMEX60DD033109",NA,"LOC108698306.3"
"AMEX60DD033110",NA,"AM033110"
"AMEX60DD033111",NA,"XELAEV_18000510MG.46"
"AMEX60DD033112",NA,"AM033112"
"AMEX60DD033113",NA,"LOC113837993.37"
"AMEX60DD033114","RPS25P6","Rps25p6"
"AMEX60DD033115","OSR1","Osr1"
"AMEX60DD033116",NA,"AM033116"
"AMEX60DD033117",NA,"AM033117"
"AMEX60DD033118",NA,"AM033118"
"AMEX60DD033119",NA,"AM033119"
"AMEX60DD033120",NA,"AM033120"
"AMEX60DD033121",NA,"AM033121"
"AMEX60DD033122",NA,"AM033122"
"AMEX60DD033123","NT5C1A","Nt5c1a.4"
"AMEX60DD033124","RDH14","Rdh14.1"
"AMEX60DD033125",NA,"AM033125"
"AMEX60DD033126",NA,"LOC108698892.58"
"AMEX60DD033127",NA,"AM033127"
"AMEX60DD033128",NA,"AM033128"
"AMEX60DD033129",NA,"D5F01_LYC25363.10"
"AMEX60DD033130",NA,"AM033130"
"AMEX60DD033131",NA,"AM033131"
"AMEX60DD033132",NA,"AM033132"
"AMEX60DD033133",NA,"AM033133"
"AMEX60DD033134",NA,"AM033134"
"AMEX60DD033135","KCNS3","Kcns3"
"AMEX60DD033136",NA,"AM033136"
"AMEX60DD033137","ZP2","Zp2.1"
"AMEX60DD033138","MSGN1","Msgn1"
"AMEX60DD033139","GEN1","Gen1"
"AMEX60DD033140",NA,"AM033140"
"AMEX60DD033141",NA,"LOC100336828.18"
"AMEX60DD033142",NA,"LOC100336828.19"
"AMEX60DD033143","SMC6","Smc6"
"AMEX60DD033144",NA,"AM033144"
"AMEX60DD033145","VSNL1","Vsnl1"
"AMEX60DD033146","RAD51AP2","Rad51ap2"
"AMEX60DD033147",NA,"AM033147"
"AMEX60DD033148",NA,"AM033148"
"AMEX60DD033149",NA,"LOC113746826.31"
"AMEX60DD033150",NA,"AM033150"
"AMEX60DD033151",NA,"AM033151"
"AMEX60DD033152",NA,"AM033152"
"AMEX60DD033153",NA,"AM033153"
"AMEX60DD033154",NA,"AM033154"
"AMEX60DD033155","CYRIA","Cyria.1"
"AMEX60DD033156",NA,"AM033156"
"AMEX60DD033157",NA,"AM033157"
"AMEX60DD033158",NA,"AM033158"
"AMEX60DD033159",NA,"AM033159"
"AMEX60DD033160",NA,"LOC111607966"
"AMEX60DD033161",NA,"AM033161"
"AMEX60DD033162",NA,"AM033162"
"AMEX60DD033163",NA,"AM033163"
"AMEX60DD033164",NA,"DR999_PMT02260"
"AMEX60DD033165",NA,"AM033165"
"AMEX60DD033166",NA,"AM033166"
"AMEX60DD033167",NA,"AM033167"
"AMEX60DD033168",NA,"AM033168"
"AMEX60DD033169",NA,"AM033169"
"AMEX60DD033170",NA,"AM033170"
"AMEX60DD033171",NA,"AM033171"
"AMEX60DD033172",NA,"AM033172"
"AMEX60DD033173",NA,"AM033173"
"AMEX60DD033174",NA,"AM033174"
"AMEX60DD033175",NA,"AM033175"
"AMEX60DD033176","DDX1","Ddx1.1"
"AMEX60DD033177","MYCN","Mycn"
"AMEX60DD033178","DDX1","Ddx1.2"
"AMEX60DD033179",NA,"AM033179"
"AMEX60DD033180",NA,"AM033180"
"AMEX60DD033181","DDX1","Ddx1.3"
"AMEX60DD033182",NA,"AM033182"
"AMEX60DD033183",NA,"AM033183"
"AMEX60DD033184",NA,"LOC115075634"
"AMEX60DD033185",NA,"LOC109679535"
"AMEX60DD033186",NA,"AM033186"
"AMEX60DD033187",NA,"AM033187"
"AMEX60DD033188",NA,"AM033188"
"AMEX60DD033189","LRATD1","Lratd1"
"AMEX60DD033190",NA,"AM033190"
"AMEX60DD033191",NA,"AM033191"
"AMEX60DD033192",NA,"LOC340211.6"
"AMEX60DD033193",NA,"AM033193"
"AMEX60DD033194",NA,"AM033194"
"AMEX60DD033195",NA,"AM033195"
"AMEX60DD033196",NA,"AM033196"
"AMEX60DD033197",NA,"AM033197"
"AMEX60DD033198","ANTXR2","Antxr2.1"
"AMEX60DD033199","TRIB2","Trib2.2"
"AMEX60DD033200",NA,"AM033200"
"AMEX60DD033201",NA,"AM033201"
"AMEX60DD033202",NA,"AM033202"
"AMEX60DD033203",NA,"AM033203"
"AMEX60DD033204",NA,"AM033204"
"AMEX60DD033205","LPIN1","Lpin1.1"
"AMEX60DD033206",NA,"AM033206"
"AMEX60DD033207",NA,"XELAEV_18000510MG.47"
"AMEX60DD033208",NA,"ROHU_007132.12"
"AMEX60DD033209",NA,"AM033209"
"AMEX60DD033210",NA,"AM033210"
"AMEX60DD033211","GREB1","Greb1"
"AMEX60DD033212",NA,"AM033212"
"AMEX60DD033213","GREB1","Greb1.1"
"AMEX60DD033214",NA,"AM033214"
"AMEX60DD033215","KCTD21","Kctd21"
"AMEX60DD033216",NA,"AM033216"
"AMEX60DD033217",NA,"AM033217"
"AMEX60DD033218",NA,"AM033218"
"AMEX60DD033219",NA,"LOC114595149.122"
"AMEX60DD033220","E2F6","E2f6"
"AMEX60DD033221",NA,"LOC568735.3"
"AMEX60DD033222",NA,"AM033222"
"AMEX60DD033223",NA,"AM033223"
"AMEX60DD033224","ROCK2","Rock2"
"AMEX60DD033225","ROCK2","Rock2.1"
"AMEX60DD033226",NA,"AM033226"
"AMEX60DD033227","SLC66A3","Slc66a3"
"AMEX60DD033228",NA,"AM033228"
"AMEX60DD033229","KCNF1","Kcnf1"
"AMEX60DD033230","KCNF1","Kcnf1.1"
"AMEX60DD033231",NA,"AM033231"
"AMEX60DD033232",NA,"AM033232"
"AMEX60DD033233",NA,"AM033233"
"AMEX60DD033234",NA,"C2ORF50"
"AMEX60DD033235","MTHFS","Mthfs"
"AMEX60DD033236","MTHFS","Mthfs.1"
"AMEX60DD033237",NA,"AM033237"
"AMEX60DD033238",NA,"AM033238"
"AMEX60DD033239","SLC3A2","Slc3a2.2"
"AMEX60DD033240","PDIA6","Pdia6"
"AMEX60DD033241","ATP6V1C2","Atp6v1c2"
"AMEX60DD033242","NOL10","Nol10"
"AMEX60DD033243",NA,"AM033243"
"AMEX60DD033244","ODC1","Odc1.3"
"AMEX60DD033245",NA,"AM033245"
"AMEX60DD033246",NA,"AM033246"
"AMEX60DD033247",NA,"PARPI_0031365"
"AMEX60DD033248","NYNRIN","Nynrin.34"
"AMEX60DD033249",NA,"LOC113022964.2"
"AMEX60DD033250",NA,"AM033250"
"AMEX60DD033251",NA,"AM033251"
"AMEX60DD033252",NA,"AM033252"
"AMEX60DD033253","RRM2","Rrm2.1"
"AMEX60DD033254",NA,"AM033254"
"AMEX60DD033255",NA,"AM033255"
"AMEX60DD033256",NA,"AM033256"
"AMEX60DD033257",NA,"LOC113746826.32"
"AMEX60DD033258",NA,"LOC113746826.33"
"AMEX60DD033259",NA,"AM033259"
"AMEX60DD033260",NA,"AM033260"
"AMEX60DD033261",NA,"LOC115531649.1"
"AMEX60DD033262",NA,"AM033262"
"AMEX60DD033263","KLF11","Klf11"
"AMEX60DD033264",NA,"AM033264"
"AMEX60DD033265",NA,"AM033265"
"AMEX60DD033266",NA,"AM033266"
"AMEX60DD033267","GRHL1","Grhl1"
"AMEX60DD033268",NA,"AM033268"
"AMEX60DD033269",NA,"AM033269"
"AMEX60DD033270",NA,"AM033270"
"AMEX60DD033271",NA,"AM033271"
"AMEX60DD033272","TAF1B","Taf1b.1"
"AMEX60DD033273",NA,"AM033273"
"AMEX60DD033274",NA,"AM033274"
"AMEX60DD033275",NA,"AM033275"
"AMEX60DD033276",NA,"AM033276"
"AMEX60DD033277","YWHAQ","Ywhaq.1"
"AMEX60DD033278",NA,"AM033278"
"AMEX60DD033279","ADAM17","Adam17"
"AMEX60DD033280","IAH1","Iah1"
"AMEX60DD033281",NA,"AM033281"
"AMEX60DD033282",NA,"AM033282"
"AMEX60DD033283","CPSF3","Cpsf3"
"AMEX60DD033284","ITGB1BP1","Itgb1bp1"
"AMEX60DD033285",NA,"AM033285"
"AMEX60DD033286","ASAP2","Asap2"
"AMEX60DD033287",NA,"LOC257642.4"
"AMEX60DD033288","MBOAT2","Mboat2.1"
"AMEX60DD033289",NA,"LOC103306284.1"
"AMEX60DD033290",NA,"AM033290"
"AMEX60DD033291","KIDINS220","Kidins220"
"AMEX60DD033292","KIDINS220","Kidins220.1"
"AMEX60DD033293","KIDINS220","Kidins220.2"
"AMEX60DD033294",NA,"AM033294"
"AMEX60DD033295",NA,"AM033295"
"AMEX60DD033296",NA,"AM033296"
"AMEX60DD033297","ID2","Id2"
"AMEX60DD033298",NA,"LOC115076085"
"AMEX60DD033299",NA,"THDL20.1"
"AMEX60DD033300",NA,"LOC115076085.1"
"AMEX60DD033301",NA,"AM033301"
"AMEX60DD033302",NA,"AM033302"
"AMEX60DD033303",NA,"AM033303"
"AMEX60DD033304",NA,"AM033304"
"AMEX60DD033305",NA,"AM033305"
"AMEX60DD033306",NA,"AM033306"
"AMEX60DD033307",NA,"AM033307"
"AMEX60DD033308",NA,"AM033308"
"AMEX60DD033309",NA,"AM033309"
"AMEX60DD033310",NA,"AM033310"
"AMEX60DD033311",NA,"AM033311"
"AMEX60DD033312",NA,"AM033312"
"AMEX60DD033313",NA,"LOC114481864"
"AMEX60DD033314","RNF144A","Rnf144a"
"AMEX60DD033315",NA,"AM033315"
"AMEX60DD033316",NA,"AM033316"
"AMEX60DD033317",NA,"AM033317"
"AMEX60DD033318",NA,"AM033318"
"AMEX60DD033319",NA,"AM033319"
"AMEX60DD033320","SOX11","Sox11"
"AMEX60DD033321","SOX11","Sox11.1"
"AMEX60DD033322",NA,"AM033322"
"AMEX60DD033323",NA,"AM033323"
"AMEX60DD033324",NA,"AM033324"
"AMEX60DD033325",NA,"AM033325"
"AMEX60DD033326",NA,"AM033326"
"AMEX60DD033327",NA,"AM033327"
"AMEX60DD033328",NA,"AM033328"
"AMEX60DD033329",NA,"AM033329"
"AMEX60DD033330",NA,"AM033330"
"AMEX60DD033331",NA,"AM033331"
"AMEX60DD033332",NA,"AM033332"
"AMEX60DD033333",NA,"AM033333"
"AMEX60DD033334",NA,"AM033334"
"AMEX60DD033335","DCDC2C","Dcdc2c"
"AMEX60DD033336",NA,"AM033336"
"AMEX60DD033337","ALLC","Allc"
"AMEX60DD033338",NA,"AM033338"
"AMEX60DD033339",NA,"LOC102361187.15"
"AMEX60DD033340","COLEC11","Colec11"
"AMEX60DD033341","RPS7","Rps7"
"AMEX60DD033342","RNASEH1","Rnaseh1.4"
"AMEX60DD033343","RNASEH1","Rnaseh1.5"
"AMEX60DD033344","RNASEH1","Rnaseh1.6"
"AMEX60DD033345",NA,"LOC115459133"
"AMEX60DD033346","TRAPPC12","Trappc12"
"AMEX60DD033347","EIPR1","Eipr1"
"AMEX60DD033348",NA,"AM033348"
"AMEX60DD033349",NA,"AM033349"
"AMEX60DD033350","MYT1L","Myt1l"
"AMEX60DD033351",NA,"LOC108698892.59"
"AMEX60DD033352",NA,"AM033352"
"AMEX60DD033353","PXDN","Pxdn.1"
"AMEX60DD033354","MYT1L","Myt1l.1"
"AMEX60DD033355",NA,"AM033355"
"AMEX60DD033356",NA,"AM033356"
"AMEX60DD033357",NA,"AM033357"
"AMEX60DD033358",NA,"AM033358"
"AMEX60DD033359",NA,"AM033359"
"AMEX60DD033360",NA,"AM033360"
"AMEX60DD033361",NA,"AM033361"
"AMEX60DD033362","TMEM18","Tmem18"
"AMEX60DD033363",NA,"AM033363"
"AMEX60DD033364",NA,"AM033364"
"AMEX60DD033365",NA,"AM033365"
"AMEX60DD033366",NA,"AM033366"
"AMEX60DD033367",NA,"AM033367"
"AMEX60DD033368",NA,"AM033368"
"AMEX60DD033369","ALKAL2","Alkal2"
"AMEX60DD033370","ACP1","Acp1"
"AMEX60DD033371","ALKAL2","Alkal2.1"
"AMEX60DD033372",NA,"AM033372"
"AMEX60DD033373",NA,"AM033373"
"AMEX60DD033374",NA,"AM033374"
"AMEX60DD033375",NA,"AM033375"
"AMEX60DD033376",NA,"AM033376"
"AMEX60DD033377","FAM110C","Fam110c"
"AMEX60DD033378",NA,"LOC115472519.13"
"AMEX60DD033379",NA,"AM033379"
"AMEX60DD033380","FBXO25","Fbxo25"
"AMEX60DD033381",NA,"AM033381"
"AMEX60DD033382","TDRP","Tdrp"
"AMEX60DD033383","ITGA8","Itga8.1"
"AMEX60DD033384",NA,"AM033384"
"AMEX60DD033385",NA,"AM033385"
"AMEX60DD033386","ERICH1","Erich1"
"AMEX60DD033387",NA,"AM033387"
"AMEX60DD033388",NA,"AM033388"
"AMEX60DD033389",NA,"AM033389"
"AMEX60DD033390",NA,"AM033390"
"AMEX60DD033391",NA,"AM033391"
"AMEX60DD033392",NA,"AM033392"
"AMEX60DD033393","DLGAP2","Dlgap2"
"AMEX60DD033394","CLN8","Cln8"
"AMEX60DD033395",NA,"AM033395"
"AMEX60DD033396","ARHGEF10","Arhgef10"
"AMEX60DD033397","KBTBD11","Kbtbd11"
"AMEX60DD033398",NA,"AM033398"
"AMEX60DD033399",NA,"AM033399"
"AMEX60DD033400",NA,"AM033400"
"AMEX60DD033401",NA,"AM033401"
"AMEX60DD033402",NA,"AM033402"
"AMEX60DD033403","MYOM2","Myom2"
"AMEX60DD033404","MYOM2","Myom2.1"
"AMEX60DD033405",NA,"AM033405"
"AMEX60DD033406",NA,"AM033406"
"AMEX60DD033407",NA,"AM033407"
"AMEX60DD033408",NA,"AM033408"
"AMEX60DD033409",NA,"ROHU_001488.18"
"AMEX60DD033410",NA,"LOC108698892.60"
"AMEX60DD033411","CSMD1","Csmd1"
"AMEX60DD033412","CSMD1","Csmd1.1"
"AMEX60DD033413",NA,"AM033413"
"AMEX60DD033414","CSMD1","Csmd1.2"
"AMEX60DD033415",NA,"AM033415"
"AMEX60DD033416",NA,"AM033416"
"AMEX60DD033417",NA,"DPX16_13477.2"
"AMEX60DD033418",NA,"AM033418"
"AMEX60DD033419","CSMD1","Csmd1.3"
"AMEX60DD033420",NA,"AM033420"
"AMEX60DD033421",NA,"AM033421"
"AMEX60DD033422",NA,"AM033422"
"AMEX60DD033423",NA,"AM033423"
"AMEX60DD033424",NA,"AM033424"
"AMEX60DD033425",NA,"AM033425"
"AMEX60DD033426",NA,"AM033426"
"AMEX60DD033427",NA,"AM033427"
"AMEX60DD033428",NA,"AM033428"
"AMEX60DD033429",NA,"AM033429"
"AMEX60DD033430",NA,"AM033430"
"AMEX60DD033431","RCHY1","Rchy1"
"AMEX60DD033432",NA,"AM033432"
"AMEX60DD033433",NA,"AM033433"
"AMEX60DD033434",NA,"AM033434"
"AMEX60DD033435","MCPH1","Mcph1"
"AMEX60DD033436",NA,"E1301_TTI003913.21"
"AMEX60DD033437","ANGPT2","Angpt2"
"AMEX60DD033438",NA,"AV530_005816"
"AMEX60DD033439","AGPAT5","Agpat5"
"AMEX60DD033440",NA,"LOC107123156.4"
"AMEX60DD033441",NA,"AM033441"
"AMEX60DD033442",NA,"AM033442"
"AMEX60DD033443","TMEM14A","Tmem14a"
"AMEX60DD033444","GSTA4","Gsta4"
"AMEX60DD033445",NA,"XELAEV_18014680MG"
"AMEX60DD033446",NA,"LOC103063825"
"AMEX60DD033447",NA,"LOC107113275"
"AMEX60DD033448","CILK1","Cilk1"
"AMEX60DD033449","FBXO9","Fbxo9"
"AMEX60DD033450",NA,"AM033450"
"AMEX60DD033451","GCM1","Gcm1"
"AMEX60DD033452",NA,"AM033452"
"AMEX60DD033453",NA,"AM033453"
"AMEX60DD033454","ELOVL5","Elovl5"
"AMEX60DD033455","GCLC","Gclc"
"AMEX60DD033456","RTL1","Rtl1.50"
"AMEX60DD033457",NA,"AM033457"
"AMEX60DD033458","KLHL31","Klhl31.1"
"AMEX60DD033459","ELOA","Eloa.1"
"AMEX60DD033460",NA,"LOC115659372"
"AMEX60DD033461","LRRC1","Lrrc1"
"AMEX60DD033462",NA,"AM033462"
"AMEX60DD033463",NA,"LOC109312107"
"AMEX60DD033464",NA,"AM033464"
"AMEX60DD033465",NA,"AM033465"
"AMEX60DD033466",NA,"AM033466"
"AMEX60DD033467","MLIP","Mlip"
"AMEX60DD033468",NA,"AM033468"
"AMEX60DD033469","MLIP","Mlip.1"
"AMEX60DD033470","TINAG","Tinag"
"AMEX60DD033471",NA,"LOC112587105.8"
"AMEX60DD033472",NA,"LOC116043362.29"
"AMEX60DD033473",NA,"E1301_TTI022007.1"
"AMEX60DD033474","FAM83B","Fam83b"
"AMEX60DD033475",NA,"AM033475"
"AMEX60DD033476","HCRTR2","Hcrtr2.3"
"AMEX60DD033477",NA,"AM033477"
"AMEX60DD033478","HMGCLL1","Hmgcll1"
"AMEX60DD033479","HCRTR2","Hcrtr2.4"
"AMEX60DD033480","BMP5","Bmp5"
"AMEX60DD033481",NA,"AM033481"
"AMEX60DD033482","COL21A1","Col21a1.1"
"AMEX60DD033483","COL21A1","Col21a1.2"
"AMEX60DD033484",NA,"AM033484"
"AMEX60DD033485","COL21A1","Col21a1.3"
"AMEX60DD033486","COL21A1","Col21a1.4"
"AMEX60DD033487","COL21A1","Col21a1.5"
"AMEX60DD033488",NA,"AM033488"
"AMEX60DD033489","TIMELESS","Timeless.3"
"AMEX60DD033490","COL21A1","Col21a1.6"
"AMEX60DD033491","DST","Dst"
"AMEX60DD033492","DST","Dst.1"
"AMEX60DD033493","DST","Dst.2"
"AMEX60DD033494","DST","Dst.3"
