rank;CpG;rank.neg;rank.pos;PRC1_Amin;PRC2_Amin;stackHMM;cor;pvalueStudent;qvalueStudent;nPresentSamples;SE;SpeciesCommonName;SpeciesLatinName;Z;CHR;Gene;bp;P;hg
3411;cg04627479;1786;;0;1;ReprPC1;-0,057596595;0,575225446;0,729506036;97;0,10225748;Axolotl;Ambystoma mexicanum;-0,560372411;7;DLX6-AS1;96991883;0,575225446;hg38
3412;cg17020935;;1626;0;0;EnhA14;0,057564542;0,575438483;0,729562327;97;0,102257859;Axolotl;Ambystoma mexicanum;0,560060044;1;SGIP1;66695453;0,575438483;hg38
3413;cg03174925;;1627;0;0;TxEx1;0,057532572;0,575651006;0,729617932;97;0,102258237;Axolotl;Ambystoma mexicanum;0,559748486;1;SPEN;15873114;0,575651006;hg38
3414;cg21596317;1787;;0;0;PromF5;-0,057478337;0,576011625;0,729861157;97;0,102258877;Axolotl;Ambystoma mexicanum;-0,559219943;5;PAM;102865841;0,576011625;hg38
3415;cg14953793;1788;;0;0;TxEx2;-0,057421316;0,576390882;0,730043694;97;0,102259549;Axolotl;Ambystoma mexicanum;-0,558664251;9;RNF20;101562357;0,576390882;hg38
3416;cg12078478;;1628;0;0;Tx5;0,057380853;0,576660073;0,730043694;97;0,102260025;Axolotl;Ambystoma mexicanum;0,558269933;4;SLIT2;20524123;0,576660073;hg38
3417;cg14067749;;1629;0;0;EnhA18;0,057380568;0,576661972;0,730043694;97;0,102260029;Axolotl;Ambystoma mexicanum;0,558267151;9;BNC2;16730217;0,576661972;hg38
3418;cg03327587;1789;;0;0;Acet5;-0,057327078;0,577017928;0,730062624;97;0,102260658;Axolotl;Ambystoma mexicanum;-0,557745874;5;NR2F1-AS1;92635043;0,577017928;hg38
3419;cg00855137;1790;;0;0;PromF5;-0,057304924;0,577165378;0,730062624;97;0,102260919;Axolotl;Ambystoma mexicanum;-0,557529985;11;MIR8068;28566891;0,577165378;hg38
3420;cg06263450;1791;;0;0;TxEx1;-0,057302243;0,577183226;0,730062624;97;0,10226095;Axolotl;Ambystoma mexicanum;-0,557503854;21;U2AF1L5;6493053;0,577183226;hg38
3421;cg10146715;1792;;0;1;ReprPC1;-0,057192866;0,577911498;0,730498958;97;0,102262235;Axolotl;Ambystoma mexicanum;-0,556437955;10;DRGX;49396916;0,577911498;hg38
3422;cg08034977;;1630;0;0;EnhA17;0,057157034;0,57815017;0,730498958;97;0,102262656;Axolotl;Ambystoma mexicanum;0,556088772;10;TCF7L2;113125689;0,57815017;hg38
3423;cg20421508;1793;;0;1;BivProm3;-0,057151553;0,578186685;0,730498958;97;0,10226272;Axolotl;Ambystoma mexicanum;-0,556035356;5;OTP;77645339;0,578186685;hg38
3424;cg24924222;1794;;0;0;EnhA4;-0,057149004;0,578203661;0,730498958;97;0,10226275;Axolotl;Ambystoma mexicanum;-0,556010523;20;PLCB4;9409079;0,578203661;hg38
3425;cg06407466;;1631;1;0;EnhA3;0,057120599;0,578392905;0,730524694;97;0,102263083;Axolotl;Ambystoma mexicanum;0,555733714;2;ZEB2;144455152;0,578392905;hg38
3426;cg26195623;1795;;0;0;Quies3;-0,057024006;0,579036657;0,730836147;97;0,102264214;Axolotl;Ambystoma mexicanum;-0,554792413;9;TRPM3;70625499;0,579036657;hg38
3427;cg14139150;1796;;0;1;ReprPC1;-0,057022056;0,579049659;0,730836147;97;0,102264237;Axolotl;Ambystoma mexicanum;-0,554773406;7;UNCX;1238040;0,579049659;hg38
3428;cg04083403;1797;;0;0;EnhWk4;-0,057007554;0,579146336;0,730836147;97;0,102264406;Axolotl;Ambystoma mexicanum;-0,554632089;3;SHOX2;157920803;0,579146336;hg38
3429;cg16882430;;1632;0;1;BivProm1;0,056955382;0,57949421;0,731061875;97;0,102265016;Axolotl;Ambystoma mexicanum;0,554123673;2;EN1;118843053;0,57949421;hg38
3430;cg09758896;;1633;0;0;BivProm3;0,056875475;0,580027199;0,731424846;97;0,10226595;Axolotl;Ambystoma mexicanum;0,553344991;10;EBF3;129896311;0,580027199;hg38
3431;cg09328439;1798;;0;0;EnhWk4;-0,056838153;0,580276222;0,731424846;97;0,102266385;Axolotl;Ambystoma mexicanum;-0,552981289;1;RPS6KC1;213425601;0,580276222;hg38
3432;cg13750279;;1634;0;0;TxWk2;0,056836212;0,580289174;0,731424846;97;0,102266408;Axolotl;Ambystoma mexicanum;0,552962375;12;CACNA1C;2634329;0,580289174;hg38
3433;cg25623362;;1635;0;0;Acet2;0,056764303;0,580769107;0,731816544;97;0,102267246;Axolotl;Ambystoma mexicanum;0,552261642;9;PTPRD;8331723;0,580769107;hg38
3434;cg27600712;1799;;0;0;Quies3;-0,056715155;0,581097238;0,732016786;97;0,102267818;Axolotl;Ambystoma mexicanum;-0,551782705;9;PTPRD;8499814;0,581097238;hg38
3435;cg15136978;;1636;0;0;Tx5;0,056639177;0,581604665;0,732432316;97;0,102268702;Axolotl;Ambystoma mexicanum;0,551042318;16;ZFHX3;72957703;0,581604665;hg38
3436;cg02575407;1800;;0;0;TxEx2;-0,05657643;0,582023874;0,732432316;97;0,102269431;Axolotl;Ambystoma mexicanum;-0,550430879;4;YTHDC1;68322827;0,582023874;hg38
3437;cg24998102;1801;;0;1;ReprPC1;-0,056544941;0,582234305;0,732432316;97;0,102269796;Axolotl;Ambystoma mexicanum;-0,550124031;4;HELT;185017671;0,582234305;hg38
3438;cg25605036;;1637;0;0;TxEnh8;0,056530526;0,582330653;0,732432316;97;0,102269963;Axolotl;Ambystoma mexicanum;0,549983556;9;MAPKAP1;125545997;0,582330653;hg38
3439;cg00954002;;1638;0;0;EnhA14;0,056526262;0,582359151;0,732432316;97;0,102270013;Axolotl;Ambystoma mexicanum;0,549942007;16;WWOX;78610201;0,582359151;hg38
3440;cg08635620;1802;;0;0;EnhWk2;-0,056501344;0,582525708;0,732432316;97;0,102270302;Axolotl;Ambystoma mexicanum;-0,549699197;11;ST3GAL4;126424714;0,582525708;hg38
3441;cg20207416;;1639;0;0;TxEx1;0,05646684;0,582756384;0,732432316;97;0,102270702;Axolotl;Ambystoma mexicanum;0,549362966;1;SPEN;15876221;0,582756384;hg38
3442;cg22718336;1803;;0;0;BivProm3;-0,056433952;0,582976291;0,732432316;97;0,102271083;Axolotl;Ambystoma mexicanum;-0,549042489;3;SOX2-OT;181699203;0,582976291;hg38
3443;cg02251472;;1640;0;0;EnhWk8;0,056392955;0,583250474;0,732432316;97;0,102271557;Axolotl;Ambystoma mexicanum;0,548642994;7;LINC01162;20964337;0,583250474;hg38
3444;cg08060651;;1641;0;0;TxEx2;0,056260693;0,584135425;0,732432316;97;0,102273086;Axolotl;Ambystoma mexicanum;0,547354184;12;DDX23;48837002;0,584135425;hg38
3445;cg02518760;;1642;0;0;Quies3;0,056220372;0,584405331;0,732432316;97;0,102273551;Axolotl;Ambystoma mexicanum;0,546961284;18;NOL4;33957375;0,584405331;hg38
3446;cg00689383;;1643;0;0;HET1;0,056210245;0,584473132;0,732432316;97;0,102273668;Axolotl;Ambystoma mexicanum;0,5468626;6;GRM1;146399362;0,584473132;hg38
3447;cg02886263;;1644;0;0;PromF2;0,056171179;0,584734707;0,732432316;97;0,102274118;Axolotl;Ambystoma mexicanum;0,546481929;16;MIR365A;14309287;0,584734707;hg38
3448;cg22461584;;1645;0;0;ReprPC4;0,056163411;0,584786723;0,732432316;97;0,102274208;Axolotl;Ambystoma mexicanum;0,546406239;10;LRMDA;75923967;0,584786723;hg38
3449;cg02736176;1804;;0;0;Tx6;-0,05611561;0,585106867;0,732432316;97;0,102274759;Axolotl;Ambystoma mexicanum;-0,545940458;2;LOC100132215;63003426;0,585106867;hg38
3450;cg27349047;;1646;0;0;TxWk1;0,05606602;0,585439085;0,732432316;97;0,102275329;Axolotl;Ambystoma mexicanum;0,545457235;18;TCF4;55226125;0,585439085;hg38
3451;cg11817012;;1647;0;0;Tx3;0,056063762;0,585454212;0,732432316;97;0,102275355;Axolotl;Ambystoma mexicanum;0,545435235;22;RBFOX2;35768280;0,585454212;hg38
3452;cg12367300;1805;;0;0;ReprPC3;-0,056047196;0,585565212;0,732432316;97;0,102275546;Axolotl;Ambystoma mexicanum;-0,545273813;13;LINC00557;94864570;0,585565212;hg38
3453;cg12674712;;1648;0;0;EnhA8;0,056006824;0,585835758;0,732432316;97;0,10227601;Axolotl;Ambystoma mexicanum;0,544880428;14;BCL11B;99188974;0,585835758;hg38
3454;cg05578628;1806;;0;0;Tx3;-0,055924907;0,586384898;0,732432316;97;0,102276951;Axolotl;Ambystoma mexicanum;-0,544082216;10;CCSER2;84507330;0,586384898;hg38
3455;cg04818654;;1649;0;0;Tx7;0,055895071;0,586584965;0,732432316;97;0,102277293;Axolotl;Ambystoma mexicanum;0,54379149;21;PAXBP1;32755249;0,586584965;hg38
3456;cg27501557;1807;;0;0;Tx7;-0,055882691;0,586667986;0,732432316;97;0,102277435;Axolotl;Ambystoma mexicanum;-0,543670863;3;LOC101928323;42619082;0,586667986;hg38
3457;cg16794543;1808;;0;0;Quies5;-0,055880596;0,58668204;0,732432316;97;0,102277459;Axolotl;Ambystoma mexicanum;-0,543650444;23;POU3F4;82534375;0,58668204;hg38
3458;cg02895393;;1650;0;0;ReprPC4;0,055878327;0,586697254;0,732432316;97;0,102277485;Axolotl;Ambystoma mexicanum;0,54362834;1;USH2A;215963773;0,586697254;hg38
3459;cg26929690;1809;;0;0;TxEx3;-0,05585954;0,586823257;0,732432316;97;0,1022777;Axolotl;Ambystoma mexicanum;-0,54344528;12;BICD1;32337662;0,586823257;hg38
3460;cg22192672;;1651;0;0;TSS1;0,055850237;0,586885657;0,732432316;97;0,102277807;Axolotl;Ambystoma mexicanum;0,543354631;12;SMARCC2;56190375;0,586885657;hg38
3461;cg14655626;;1652;0;0;Acet6;0,055836171;0,586980009;0,732432316;97;0,102277968;Axolotl;Ambystoma mexicanum;0,543217572;2;LOC101928386;143955170;0,586980009;hg38
3462;cg20778358;1810;;0;0;Tx7;-0,055818082;0,587101362;0,732432316;97;0,102278175;Axolotl;Ambystoma mexicanum;-0,543041307;15;RORA-AS1;60497528;0,587101362;hg38
3463;cg05280803;;1653;0;1;BivProm4;0,055817222;0,587107125;0,732432316;97;0,102278185;Axolotl;Ambystoma mexicanum;0,543032937;9;GAS1;86903184;0,587107125;hg38
3464;cg08350912;1811;;0;0;BivProm2;-0,055780839;0,587351237;0,732432316;97;0,102278602;Axolotl;Ambystoma mexicanum;-0,542678417;20;LINC00237;21090447;0,587351237;hg38
3465;cg10536349;1812;;0;0;PromF5;-0,055707201;0,587845443;0,732432316;97;0,102279444;Axolotl;Ambystoma mexicanum;-0,541960898;17;SPAG9;51046615;0,587845443;hg38
3466;cg08979093;;1654;0;0;Acet7;0,055706317;0,587851376;0,732432316;97;0,102279454;Axolotl;Ambystoma mexicanum;0,541952286;7;HDAC9;18793383;0,587851376;hg38
3467;cg10901415;;1655;0;0;TxEx3;0,055699069;0,587900035;0,732432316;97;0,102279537;Axolotl;Ambystoma mexicanum;0,541881655;2;FIGN;163610489;0,587900035;hg38
3468;cg18135023;1813;;0;0;ReprPC5;-0,055603243;0,588543465;0,732432316;97;0,102280631;Axolotl;Ambystoma mexicanum;-0,540947942;10;HIF1AN;100615536;0,588543465;hg38
3469;cg06941198;;1656;0;0;EnhWk3;0,055596403;0,588589402;0,732432316;97;0,102280709;Axolotl;Ambystoma mexicanum;0,540881299;1;LOC101926964;60865412;0,588589402;hg38
3470;cg13969835;1814;;0;0;ReprPC4;-0,055574264;0,588738108;0,732432316;97;0,102280962;Axolotl;Ambystoma mexicanum;-0,540665579;16;LINC02140;54543312;0,588738108;hg38
3471;cg09919810;;1657;0;0;ReprPC4;0,055565026;0,588800161;0,732432316;97;0,102281067;Axolotl;Ambystoma mexicanum;0,540575569;4;NKX6-1;84443743;0,588800161;hg38
3472;cg22710109;1815;;0;0;Acet6;-0,055561708;0,588822451;0,732432316;97;0,102281105;Axolotl;Ambystoma mexicanum;-0,540543238;9;BNC2;16425292;0,588822451;hg38
3473;cg22662148;1816;;0;0;BivProm1;-0,05554839;0,588911923;0,732432316;97;0,102281257;Axolotl;Ambystoma mexicanum;-0,540413466;10;C1QL3;16521021;0,588911923;hg38
3474;cg21089733;;1658;0;0;BivProm3;0,05554353;0,588944569;0,732432316;97;0,102281312;Axolotl;Ambystoma mexicanum;0,540366118;19;ZNF536;30686844;0,588944569;hg38
3475;cg16920926;;1659;0;0;TxEnh5;0,055498836;0,589244878;0,732432316;97;0,102281821;Axolotl;Ambystoma mexicanum;0,539930623;2;LOC100132215;62967285;0,589244878;hg38
3476;cg13645963;1817;;0;1;EnhA17;-0,055473474;0,589415318;0,732432316;97;0,10228211;Axolotl;Ambystoma mexicanum;-0,539683504;9;TLE1;81535709;0,589415318;hg38
3477;cg17182285;;1660;0;0;BivProm4;0,055456033;0,58953254;0,732432316;97;0,102282309;Axolotl;Ambystoma mexicanum;0,539513564;8;ZFHX4-AS1;76674878;0,58953254;hg38
3478;cg02794451;1818;;0;1;TSS2;-0,055442818;0,589621363;0,732432316;97;0,102282459;Axolotl;Ambystoma mexicanum;-0,539384805;12;CACNA1C;2691232;0,589621363;hg38
3479;cg00801362;1819;;0;0;EnhA16;-0,055437414;0,589657686;0,732432316;97;0,102282521;Axolotl;Ambystoma mexicanum;-0,539332154;12;SOX5;23722922;0,589657686;hg38
3480;cg19100188;1820;;0;0;EnhA1;-0,05543501;0,58967385;0,732432316;97;0,102282548;Axolotl;Ambystoma mexicanum;-0,539308724;2;ZEB2;144504556;0,58967385;hg38
3481;cg11642696;1821;;0;0;Tx2;-0,055387967;0,589990113;0,732432316;97;0,102283083;Axolotl;Ambystoma mexicanum;-0,538850358;11;IMMP1L;31478178;0,589990113;hg38
3482;cg18822954;1822;;0;0;TxEnh5;-0,055375322;0,590075137;0,732432316;97;0,102283227;Axolotl;Ambystoma mexicanum;-0,538727151;2;LOC100132215;62967200;0,590075137;hg38
3483;cg07928068;1823;;0;0;BivProm4;-0,055371774;0,590098993;0,732432316;97;0,102283267;Axolotl;Ambystoma mexicanum;-0,538692582;1;AKT3;243713585;0,590098993;hg38
3484;cg24498686;;1661;0;0;EnhA17;0,055367642;0,590126782;0,732432316;97;0,102283314;Axolotl;Ambystoma mexicanum;0,538652316;2;ARHGAP15;143347319;0,590126782;hg38
3485;cg26259809;;1662;0;0;TxEx1;0,055357513;0,590194898;0,732432316;97;0,102283429;Axolotl;Ambystoma mexicanum;0,538553619;12;WNK1;830055;0,590194898;hg38
3486;cg24690575;1824;;0;1;BivProm2;-0,05533326;0,590358001;0,732432316;97;0,102283704;Axolotl;Ambystoma mexicanum;-0,538317312;20;FOXA2;22582726;0,590358001;hg38
3487;cg20709213;;1663;0;0;EnhA3;0,055326899;0,590400783;0,732432316;97;0,102283776;Axolotl;Ambystoma mexicanum;0,538255334;8;MRPS28;79963547;0,590400783;hg38
3488;cg27404998;;1664;0;0;EnhWk8;0,055273824;0,590757808;0,732553028;97;0,102284379;Axolotl;Ambystoma mexicanum;0,537738193;10;KCNMA1;77108523;0,590757808;hg38
3489;cg02387898;1825;;0;0;Tx8;-0,055254695;0,590886506;0,732553028;97;0,102284596;Axolotl;Ambystoma mexicanum;-0,537551812;1;CAMTA1;6825137;0,590886506;hg38
3490;cg11141605;1826;;0;0;ReprPC5;-0,055227451;0,591069824;0,732553028;97;0,102284904;Axolotl;Ambystoma mexicanum;-0,537286362;18;CELF4;37259147;0,591069824;hg38
3491;cg25441468;1827;;0;0;Quies3;-0,055140513;0,591654989;0,732553028;97;0,102285889;Axolotl;Ambystoma mexicanum;-0,536439282;1;CAMTA1;7140813;0,591654989;hg38
3492;cg24431755;;1665;0;0;Tx4;0,055103624;0,591903363;0,732553028;97;0,102286306;Axolotl;Ambystoma mexicanum;0,536079854;12;CNOT2;70330447;0,591903363;hg38
3493;cg18098851;1828;;0;0;Tx7;-0,055101987;0,591914387;0,732553028;97;0,102286325;Axolotl;Ambystoma mexicanum;-0,536063903;23;USP9X;41232694;0,591914387;hg38
3494;cg17232504;;1666;0;0;ReprPC4;0,055064728;0,5921653;0,732553028;97;0,102286746;Axolotl;Ambystoma mexicanum;0,535700874;20;LINC01524;52763631;0,5921653;hg38
3495;cg25586275;;1667;0;0;EnhA2;0,055000829;0,59259572;0,732553028;97;0,102287467;Axolotl;Ambystoma mexicanum;0,535078292;8;ZFHX4;76699059;0,59259572;hg38
3496;cg01987439;1829;;0;1;ReprPC1;-0,054969433;0,59280726;0,732553028;97;0,102287822;Axolotl;Ambystoma mexicanum;-0,534772386;5;NR2F1;93598331;0,59280726;hg38
3497;cg07413388;1830;;0;0;Tx8;-0,054928192;0,593085177;0,732553028;97;0,102288287;Axolotl;Ambystoma mexicanum;-0,534370569;2;ARHGAP15;143390268;0,593085177;hg38
3498;cg00251636;;1668;0;1;ReprPC1;0,054928125;0,593085633;0,732553028;97;0,102288287;Axolotl;Ambystoma mexicanum;0,53436991;5;MSX2;174729356;0,593085633;hg38
3499;cg09521804;1831;;0;0;TxEx1;-0,05492235;0,593124551;0,732553028;97;0,102288352;Axolotl;Ambystoma mexicanum;-0,534313648;3;CNBP;129170500;0,593124551;hg38
3500;cg24420776;;1669;0;0;EnhWk4;0,054921222;0,593132158;0,732553028;97;0,102288365;Axolotl;Ambystoma mexicanum;0,534302651;3;NLGN1;174281963;0,593132158;hg38
3501;cg16932889;;1670;0;0;Tx4;0,054916354;0,593164969;0,732553028;97;0,10228842;Axolotl;Ambystoma mexicanum;0,53425522;1;ASH1L;155521474;0,593164969;hg38
3502;cg25895486;1832;;0;0;TxEnh5;-0,054916109;0,593166617;0,732553028;97;0,102288423;Axolotl;Ambystoma mexicanum;-0,534252838;9;PTCH1;95477630;0,593166617;hg38
3503;cg12358638;;1671;0;0;EnhA18;0,054895268;0,593307093;0,732553028;97;0,102288658;Axolotl;Ambystoma mexicanum;0,534049781;13;OBI1;78713199;0,593307093;hg38
3504;cg09428649;1833;;0;0;TxEnh4;-0,054876134;0,593436082;0,732553028;97;0,102288873;Axolotl;Ambystoma mexicanum;-0,533863347;4;ZNF827;145886094;0,593436082;hg38
3505;cg16643213;;1672;0;0;EnhWk5;0,05485887;0,593552466;0,732553028;97;0,102289067;Axolotl;Ambystoma mexicanum;0,533695149;14;LINC00618;96965112;0,593552466;hg38
3506;cg12815291;1834;;0;0;TxEx3;-0,054834676;0,593715599;0,732553028;97;0,10228934;Axolotl;Ambystoma mexicanum;-0,533459413;8;ZC3H3;143439468;0,593715599;hg38
3507;cg08280082;1835;;0;0;ReprPC6;-0,054723319;0,594466676;0,732780093;97;0,102290591;Axolotl;Ambystoma mexicanum;-0,532374452;1;DMBX1;46510459;0,594466676;hg38
3508;cg21502132;1836;;0;0;EnhA11;-0,054721744;0,594477304;0,732780093;97;0,102290609;Axolotl;Ambystoma mexicanum;-0,532359104;18;SETBP1;45068060;0,594477304;hg38
3509;cg13748038;1837;;0;0;ReprPC5;-0,054710639;0,594552224;0,732780093;97;0,102290734;Axolotl;Ambystoma mexicanum;-0,532250914;10;HIF1AN;100615576;0,594552224;hg38
3510;cg08888677;;1673;0;0;Acet4;0,054706936;0,594577211;0,732780093;97;0,102290775;Axolotl;Ambystoma mexicanum;0,532214833;8;ZFPM2;105508679;0,594577211;hg38
3511;cg13053857;1838;;0;0;EnhA18;-0,054615756;0,595192572;0,733159612;97;0,102291798;Axolotl;Ambystoma mexicanum;-0,531326461;6;LOC101927314;98044410;0,595192572;hg38
3512;cg18992163;;1674;0;0;Quies3;0,054561332;0,595560009;0,733159612;97;0,102292408;Axolotl;Ambystoma mexicanum;0,530796207;18;ZNF407;74659986;0,595560009;hg38
3513;cg27583524;;1675;0;0;ReprPC5;0,054558426;0,595579632;0,733159612;97;0,10229244;Axolotl;Ambystoma mexicanum;0,530767893;7;UNCX;1275962;0,595579632;hg38
3514;cg18948962;1839;;0;1;BivProm1;-0,054520234;0,595837541;0,733159612;97;0,102292868;Axolotl;Ambystoma mexicanum;-0,530395794;14;SIX1;60648726;0,595837541;hg38
3515;cg18215935;;1676;0;0;EnhWk4;0,054502179;0,595959489;0,733159612;97;0,10229307;Axolotl;Ambystoma mexicanum;0,530219881;11;INSC;15367863;0,595959489;hg38
3516;cg01663261;;1677;0;1;ReprPC1;0,054493252;0,596019782;0,733159612;97;0,102293169;Axolotl;Ambystoma mexicanum;0,530132911;7;SP8;20790377;0,596019782;hg38
3517;cg21006133;;1678;0;0;ReprPC3;0,054485591;0,596071533;0,733159612;97;0,102293255;Axolotl;Ambystoma mexicanum;0,530058267;10;HIF1AN;100614185;0,596071533;hg38
3518;cg03222865;1840;;0;0;Acet2;-0,054315451;0,597221306;0,73422185;97;0,102295154;Axolotl;Ambystoma mexicanum;-0,528400622;5;LINC02106;51095599;0,597221306;hg38
3519;cg16898005;;1679;0;0;ReprPC4;0,054284762;0,5974288;0,73422185;97;0,102295496;Axolotl;Ambystoma mexicanum;0,52810163;3;CACNA1D;53786835;0,5974288;hg38
3520;cg12975385;;1680;0;0;EnhA3;0,054282464;0,597444337;0,73422185;97;0,102295522;Axolotl;Ambystoma mexicanum;0,528079243;2;PTPN4;119809917;0,597444337;hg38
3521;cg08031330;;1681;0;1;BivProm2;0,054236117;0,597757769;0,734259909;97;0,102296038;Axolotl;Ambystoma mexicanum;0,527627691;1;CACNA1E;181483886;0,597757769;hg38
3522;cg24829928;;1682;0;0;TxWk2;0,054227688;0,59781478;0,734259909;97;0,102296132;Axolotl;Ambystoma mexicanum;0,52754557;10;KCNMA1-AS1;76944837;0,59781478;hg38
3523;cg09189294;;1683;0;0;Quies1;0,054117289;0,598561697;0,734770433;97;0,102297359;Axolotl;Ambystoma mexicanum;0,526469991;19;THEG5;31665162;0,598561697;hg38
3524;cg18851363;1841;;0;0;Tx7;-0,05411604;0,598570146;0,734770433;97;0,102297373;Axolotl;Ambystoma mexicanum;-0,526457828;16;C16orf70;67126000;0,598570146;hg38
3525;cg21501358;;1684;0;0;BivProm2;0,054003535;0,599331746;0,735123123;97;0,102298621;Axolotl;Ambystoma mexicanum;0,525361739;18;KLHL14;32773017;0,599331746;hg38
3526;cg18770859;1842;;0;0;Tx7;-0,053990516;0,599419909;0,735123123;97;0,102298765;Axolotl;Ambystoma mexicanum;-0,525234896;14;FBXO33;39398222;0,599419909;hg38
3527;cg16775971;1843;;0;1;PromF5;-0,053979294;0,599495904;0,735123123;97;0,102298889;Axolotl;Ambystoma mexicanum;-0,525125567;4;CXXC4-AS1;104490960;0,599495904;hg38
3528;cg06321313;;1685;0;0;Tx8;0,053964138;0,599598546;0,735123123;97;0,102299057;Axolotl;Ambystoma mexicanum;0,524977912;2;ARHGAP15;143390294;0,599598546;hg38
3529;cg11160393;1844;;0;0;Tx1;-0,053948104;0,599707144;0,735123123;97;0,102299235;Axolotl;Ambystoma mexicanum;-0,524821702;5;TBCA;77725227;0,599707144;hg38
3530;cg12869689;1845;;0;0;TxEx2;-0,053896237;0,600058497;0,735345441;97;0,102299809;Axolotl;Ambystoma mexicanum;-0,524316393;12;WNK1;901623;0,600058497;hg38
3531;cg00741609;;1686;0;1;BivProm2;0,053811883;0,600630125;0,735837494;97;0,102300741;Axolotl;Ambystoma mexicanum;0,523494575;10;TLX1;101134168;0,600630125;hg38
3532;cg06871806;1846;;0;0;TxWk2;-0,053772628;0,600896217;0,735955059;97;0,102301174;Axolotl;Ambystoma mexicanum;-0,523112141;5;TENM2;168126949;0,600896217;hg38
3533;cg02644696;1847;;0;0;EnhA15;-0,053723804;0,601227245;0,736152065;97;0,102301713;Axolotl;Ambystoma mexicanum;-0,522636487;3;ZBTB20;114716417;0,601227245;hg38
3534;cg09643550;;1687;0;0;EnhWk4;0,053682444;0,601507733;0,736244374;97;0,102302168;Axolotl;Ambystoma mexicanum;0,522233545;10;VTI1A;112818567;0,601507733;hg38
3535;cg09317554;1848;;0;1;BivProm1;-0,053636957;0,601816275;0,736244374;97;0,102302669;Axolotl;Ambystoma mexicanum;-0,5217904;4;MAB21L2;150583932;0,601816275;hg38
3536;cg16528216;1849;;0;0;BivProm1;-0,053616281;0,601956547;0,736244374;97;0,102302897;Axolotl;Ambystoma mexicanum;-0,521588967;13;FGF14;102401571;0,601956547;hg38
3537;cg05399218;1850;;0;1;ReprPC2;-0,05361232;0,601983419;0,736244374;97;0,10230294;Axolotl;Ambystoma mexicanum;-0,521550381;11;PAX6;31801870;0,601983419;hg38
3538;cg17633606;1851;;0;0;EnhA8;-0,053568769;0,602278935;0,736267034;97;0,102303419;Axolotl;Ambystoma mexicanum;-0,521126093;4;LEF1;108141663;0,602278935;hg38
3539;cg26980159;;1688;0;0;TxEx3;0,053559424;0,602342349;0,736267034;97;0,102303522;Axolotl;Ambystoma mexicanum;0,521035059;1;MAST2;46010871;0,602342349;hg38
3540;cg02076583;;1689;0;0;EnhA15;0,053527658;0,602557947;0,736296734;97;0,102303871;Axolotl;Ambystoma mexicanum;0,520725588;16;WWOX;78284043;0,602557947;hg38
3541;cg17961335;;1690;0;0;EnhA8;0,05350569;0,602707063;0,736296734;97;0,102304112;Axolotl;Ambystoma mexicanum;0,520511574;14;BCL11B;99215452;0,602707063;hg38
3542;cg18351805;;1691;0;0;TxEx4;0,053417656;0,603304795;0,736368529;97;0,102305078;Axolotl;Ambystoma mexicanum;0,51965394;11;EIF4G2;10806016;0,603304795;hg38
3543;cg07890174;1852;;0;0;TxWk1;-0,053409546;0,603359873;0,736368529;97;0,102305167;Axolotl;Ambystoma mexicanum;-0,519574933;4;GRIA2;157361001;0,603359873;hg38
3544;cg11632659;;1692;0;0;TxWk2;0,05331821;0,603980331;0,736368529;97;0,102306167;Axolotl;Ambystoma mexicanum;0,518685133;2;UNC80;209969769;0,603980331;hg38
3545;cg25151942;;1693;0;0;Tx8;0,05329792;0,604118205;0,736368529;97;0,102306389;Axolotl;Ambystoma mexicanum;0,518487463;1;PDIK1L;26122506;0,604118205;hg38
3546;cg07300474;;1694;0;1;BivProm1;0,053295992;0,604131303;0,736368529;97;0,10230641;Axolotl;Ambystoma mexicanum;0,518468685;12;HOXC4;54053993;0,604131303;hg38
3547;cg23623436;1853;;0;0;Acet3;-0,053251183;0,604435829;0,736368529;97;0,1023069;Axolotl;Ambystoma mexicanum;-0,518032163;5;GRIA1;153795493;0,604435829;hg38
3548;cg06311779;;1695;0;0;TxWk2;0,053213185;0,604694123;0,736368529;97;0,102307315;Axolotl;Ambystoma mexicanum;0,51766199;10;EBF3;129873499;0,604694123;hg38
3549;cg22123640;;1696;0;1;ReprPC1;0,053128102;0,605272659;0,736368529;97;0,102308243;Axolotl;Ambystoma mexicanum;0,516833118;6;SIM1;100456913;0,605272659;hg38
3550;cg09890636;;1697;0;1;PromF5;0,053128049;0,605273019;0,736368529;97;0,102308244;Axolotl;Ambystoma mexicanum;0,516832603;15;MEIS2;37096365;0,605273019;hg38
3551;cg23114440;1854;;0;0;EnhA6;-0,053128044;0,605273052;0,736368529;97;0,102308244;Axolotl;Ambystoma mexicanum;-0,516832556;5;TBCA;77912741;0,605273052;hg38
3552;cg08706469;1855;;0;0;Tx5;-0,05311513;0,605360887;0,736368529;97;0,102308384;Axolotl;Ambystoma mexicanum;-0,516706745;12;HECTD4;112250174;0,605360887;hg38
3553;cg19718644;;1698;0;0;EnhA17;0,053104188;0,605435306;0,736368529;97;0,102308504;Axolotl;Ambystoma mexicanum;0,516600157;16;ZNF423;49589635;0,605435306;hg38
3554;cg20927687;;1699;0;0;TxWk2;0,053102186;0,605448925;0,736368529;97;0,102308526;Axolotl;Ambystoma mexicanum;0,516580652;3;MAGI1;65359105;0,605448925;hg38
